id, label, obsolete
"arial, sans-serif","Arial","0"
"'times new roman', serif","Times new roman","0"
"'courier new', monospace","Courier New","0"
"georgia, serif","Georgia","0"
"'trebuchet ms', sans-serif","Trebuchet","0"
"verdana, sans-serif","Verdana","0"
